channel_budget_digital,channel_budget_tv,channel_budget_radio,channel_budget_newspaper,sales,spend_frequency,start_date,end_date,duration,roi,engagement_metrics,target_audience_size,demographics,zip_code,seasonality
262.65,175.1,22.5,31.5,14.9,0,2023-02-07,2023-03-31,52,2.611899706,117,62205,2,93926,3
134.55,89.7,9.9,35.7,10.6,0,2023-11-19,2024-01-11,53,2.846155775,286,58787,3,90045,3
359.85,239.9,41.5,18.5,23.2,2,2023-03-13,2023-06-03,82,2.807438017,380,18157,1,92173,1
340.8,227.2,15.8,49.9,14.8,2,2023-03-01,2023-05-07,67,0.6235070267,371,84454,2,94949,0
100.35,66.9,11.7,36.8,9.7,2,2023-07-10,2023-08-26,47,0.6009053359,944,58090,1,95020,3
299.7,199.8,3.1,34.6,11.4,0,2023-10-26,2024-01-14,80,0.9891005078,344,19215,1,91377,3
150.6,100.4,9.6,3.6,10.7,1,2023-08-15,2023-09-30,46,0.9611967064,520,86824,4,94080,1
324.6,216.4,41.7,39.6,22.6,2,2023-10-22,2023-12-17,56,2.597378771,717,55548,2,95385,0
273.9,182.6,46.2,58.7,21.2,0,2023-07-20,2023-09-22,64,1.093486738,441,63614,2,95117,2
394.05,262.7,28.8,15.9,20.2,1,2023-07-09,2023-08-24,46,1.910530337,100,48113,4,94089,2
298.35,198.9,49.4,60.0,23.7,0,2023-09-29,2023-11-22,54,1.039087516,685,98094,4,92660,0
10.95,7.3,28.1,41.4,5.5,0,2023-06-29,2023-08-10,42,1.649839731,139,11722,1,94133,0
204.3,136.2,19.2,16.6,13.2,0,2023-10-22,2024-01-02,72,2.531633018,74,71857,3,94305,3
316.2,210.8,49.6,37.7,23.8,2,2023-02-24,2023-03-31,35,2.593439736,772,98348,0,90041,2
316.05,210.7,29.5,9.3,18.4,2,2023-01-23,2023-03-20,56,1.953967766,520,50540,1,95380,2
80.25,53.5,2.0,21.4,8.1,0,2023-11-11,2024-01-04,54,0.6130544039,844,68902,0,90210,1
391.95,261.3,42.7,54.7,24.2,1,2023-07-04,2023-09-08,66,2.6380257,935,49780,0,92503,1
358.95,239.3,15.5,27.3,15.7,0,2023-09-21,2023-10-22,31,0.7301127957,114,86203,1,90720,2
154.05,102.7,29.6,8.4,14.0,0,2023-08-26,2023-11-10,76,2.827189379,908,70002,1,93710,2
196.65,131.1,42.8,28.9,18.0,1,2023-04-22,2023-06-19,58,1.095586435,891,42151,1,92025,1
103.5,69.0,9.3,0.9,9.3,1,2023-01-04,2023-02-28,55,1.851180881,327,70153,3,90247,2
47.25,31.5,24.6,2.2,9.5,2,2023-03-07,2023-05-29,83,0.6249591775,363,21601,1,92024,2
208.95,139.3,14.5,10.2,13.4,0,2023-02-18,2023-05-12,83,2.580199904,983,77105,2,95829,2
356.1,237.4,27.5,11.0,18.9,0,2023-05-02,2023-07-04,63,1.412560034,634,42779,4,93665,1
325.2,216.8,43.9,27.2,22.3,2,2023-01-20,2023-03-21,60,1.031438892,196,53508,0,95555,0
298.65,199.1,30.6,38.7,18.3,0,2023-11-29,2024-01-13,45,1.513076852,548,15030,3,95118,3
164.7,109.8,14.3,31.7,12.4,1,2023-10-25,2023-12-16,52,2.269617753,719,82029,3,91732,0
40.2,26.8,33.0,19.3,8.8,1,2023-08-12,2023-10-23,72,1.820744793,204,41350,3,93962,1
194.1,129.4,5.7,31.3,11.0,2,2023-05-18,2023-07-01,44,2.571527123,172,47024,1,90212,3
320.1,213.4,24.6,13.1,17.0,1,2023-04-17,2023-06-17,61,2.37636532,374,87284,0,90631,0
25.35,16.9,43.7,89.4,8.7,0,2023-10-27,2024-01-17,82,2.592976171,100,50327,1,93277,0
41.25,27.5,1.6,20.7,6.9,1,2023-10-19,2023-12-05,47,2.468612732,628,53592,4,94114,0
180.75,120.5,28.5,14.2,14.2,1,2023-10-18,2024-01-08,82,1.609279047,619,15081,0,90602,2
8.1,5.4,29.9,9.4,5.3,0,2023-09-12,2023-10-16,34,1.482732372,624,51301,1,90822,3
174.0,116.0,7.7,23.1,11.0,1,2023-03-27,2023-04-29,33,1.46606173,934,50360,3,95215,0
114.6,76.4,26.7,22.3,11.8,1,2023-04-26,2023-06-30,65,2.812159363,923,77635,0,92332,2
359.7,239.8,4.1,36.9,12.3,0,2023-05-19,2023-07-15,57,1.342803033,642,85196,4,95030,3
112.95,75.3,20.3,32.5,11.3,2,2023-01-28,2023-04-26,88,1.687548032,908,92331,2,95949,3
102.6,68.4,44.5,35.6,13.6,2,2023-03-21,2023-05-12,52,2.255631374,153,48142,3,92117,1
320.25,213.5,43.0,33.8,21.7,1,2023-06-26,2023-08-18,53,0.7109312686,590,98631,3,93291,0
289.8,193.2,18.4,65.7,15.2,2,2023-08-21,2023-11-06,77,2.52559627,733,94719,4,95112,3
114.45,76.3,27.5,16.0,12.0,0,2023-01-04,2023-02-20,47,0.7923980436,55,13734,1,93722,3
166.05,110.7,40.6,63.2,16.0,0,2023-10-14,2023-12-14,61,2.896615534,793,79811,4,92117,3
132.45,88.3,25.5,73.4,12.9,1,2023-02-03,2023-05-02,88,2.925234181,518,93799,3,95369,1
164.7,109.8,47.8,51.4,16.7,1,2023-05-20,2023-07-20,61,1.042680545,846,17472,3,91316,0
201.45,134.3,4.9,9.3,11.2,2,2023-09-01,2023-11-03,63,2.905631069,464,29328,2,90706,0
42.9,28.6,1.5,33.0,7.3,2,2023-03-09,2023-05-01,53,0.7756790253,876,49245,1,95370,1
326.55,217.7,33.5,59.0,19.4,0,2023-12-18,2024-03-08,81,1.304443808,386,22707,3,92346,3
376.35,250.9,36.5,72.3,22.2,0,2023-03-03,2023-04-12,40,2.484555806,144,61225,4,94949,1
161.1,107.4,14.0,10.9,11.5,0,2023-06-30,2023-08-17,48,0.5482193987,518,17436,2,92592,0
244.95,163.3,31.6,52.9,16.9,1,2023-02-09,2023-03-23,42,1.009115317,60,94936,1,90071,0
296.4,197.6,3.5,5.9,11.7,2,2023-08-21,2023-11-08,79,0.5209003357,775,77383,4,90805,2
277.35,184.9,21.0,22.0,15.5,2,2023-03-20,2023-04-25,36,2.324630697,473,48268,2,92027,0
434.55,289.7,42.3,51.2,25.4,1,2023-07-05,2023-09-27,84,2.718386096,326,94502,0,96113,1
202.8,135.2,41.7,45.9,17.2,0,2023-11-05,2023-12-23,48,0.6277533154,136,47830,2,94954,1
333.6,222.4,4.3,49.8,11.7,2,2023-01-08,2023-02-15,38,2.225526594,9,94947,2,93501,0
444.6,296.4,36.3,100.9,23.8,0,2023-09-09,2023-12-03,85,2.124799409,727,48198,4,96014,0
420.3,280.2,10.1,21.4,14.8,2,2023-08-06,2023-11-02,88,2.081280585,53,41357,2,94922,3
281.85,187.9,17.2,17.9,14.7,0,2023-05-03,2023-06-06,34,2.747689893,238,90604,0,95316,0
357.3,238.2,34.3,5.3,20.7,0,2023-06-01,2023-07-15,44,2.183377327,917,69442,1,92397,3
206.85,137.9,46.4,59.0,19.2,1,2023-04-07,2023-06-02,56,0.9998698971,667,93491,1,93940,3
37.5,25.0,11.0,29.7,7.2,1,2023-10-07,2023-11-07,31,2.737351235,285,36514,2,94301,1
135.6,90.4,0.3,23.2,8.7,1,2023-03-04,2023-04-04,31,1.75165949,169,34040,1,95327,2
19.65,13.1,0.4,25.6,5.3,0,2023-02-12,2023-04-01,48,1.533881148,792,71570,4,95008,1
383.1,255.4,26.9,5.5,19.8,2,2023-10-12,2023-12-20,69,1.807336784,928,98270,3,95511,2
338.7,225.8,8.2,56.5,13.4,0,2023-07-22,2023-09-27,67,2.957422957,780,82251,3,92843,2
362.55,241.7,38.0,23.2,21.8,0,2023-12-31,2024-02-05,36,2.732041796,589,94681,4,96069,0
263.55,175.7,15.4,2.4,14.1,1,2023-11-03,2024-01-07,65,2.3900816,239,34393,4,95653,3
314.4,209.6,20.6,10.7,15.9,1,2023-05-08,2023-06-24,47,1.963292581,410,90832,4,91406,3
117.3,78.2,46.8,34.5,14.6,2,2023-12-04,2024-01-28,55,0.6342580095,787,22811,3,92026,1
112.65,75.1,35.0,52.7,12.6,0,2023-01-28,2023-03-25,56,2.611934686,70,99241,3,96104,0
208.8,139.2,14.3,25.6,12.2,1,2023-11-27,2024-02-22,87,0.97349233,393,97885,4,90717,0
114.6,76.4,0.8,14.8,9.4,2,2023-03-28,2023-05-21,54,2.465346926,895,80462,1,95451,1
188.55,125.7,36.9,79.2,15.9,2,2023-07-10,2023-09-26,78,1.477695312,603,19722,4,95662,0
29.1,19.4,16.0,22.3,6.6,0,2023-08-09,2023-10-27,79,0.9565665626,293,79627,2,95364,1
211.95,141.3,26.8,46.2,15.5,1,2023-11-10,2024-01-22,73,1.741281247,574,77914,3,92672,2
28.2,18.8,21.7,50.4,7.0,1,2023-09-21,2023-12-02,72,1.213700635,519,58574,3,95903,3
336.0,224.0,2.4,15.6,11.6,2,2023-10-23,2024-01-01,70,1.237105432,431,80646,0,95835,0
184.65,123.1,34.6,12.4,15.2,0,2023-01-16,2023-04-13,87,0.8619689733,901,94710,3,95947,1
344.25,229.5,32.3,74.2,19.7,0,2023-06-15,2023-08-04,50,2.959855504,859,20368,4,95437,1
130.8,87.2,11.8,25.9,10.6,2,2023-12-10,2024-02-23,75,2.783411833,879,42903,1,94954,3
11.7,7.8,38.9,50.6,6.6,0,2023-07-14,2023-08-27,44,0.6953163149,817,70859,0,92254,2
120.3,80.2,0.0,9.2,8.8,0,2023-05-20,2023-07-25,66,0.7366799759,643,31172,1,90504,3
330.45,220.3,49.0,3.2,24.7,1,2023-06-22,2023-07-23,31,1.218895155,158,93652,4,92394,3
89.4,59.6,12.0,43.1,9.7,0,2023-12-28,2024-02-21,55,1.801762004,766,98699,2,92064,2
1.05,0.7,39.6,8.7,1.6,2,2023-01-26,2023-04-15,79,1.111468194,920,12549,1,95041,2
397.8,265.2,2.9,43.0,12.7,2,2023-09-13,2023-10-30,47,0.7239805851,492,57703,3,93109,0
12.6,8.4,27.2,2.1,5.7,0,2023-09-08,2023-12-02,85,1.883211933,803,82615,0,95983,0
329.7,219.8,33.5,45.1,19.6,0,2023-10-14,2023-11-17,34,1.82499061,692,52685,4,95550,0
55.35,36.9,38.6,65.6,10.8,2,2023-11-23,2024-01-31,69,1.008393505,219,98651,4,91962,0
72.45,48.3,47.0,8.5,11.6,0,2023-12-02,2024-02-12,72,0.7400759621,176,85191,0,95401,0
38.4,25.6,39.0,9.3,9.5,1,2023-05-20,2023-07-20,61,2.079520989,185,80655,2,94021,1
410.55,273.7,28.9,59.7,20.8,0,2023-11-10,2024-01-13,64,1.233796238,657,47651,3,95914,3
64.5,43.0,25.9,20.5,9.6,2,2023-08-06,2023-10-15,70,2.117917224,741,35374,4,95637,1
277.35,184.9,43.9,1.7,20.7,0,2023-02-25,2023-05-03,67,2.519967707,146,31044,2,92508,1
110.1,73.4,17.0,12.9,10.9,0,2023-04-03,2023-05-28,55,2.914330564,204,34327,0,95742,1
290.55,193.7,35.4,75.6,19.2,0,2023-01-08,2023-03-03,54,2.463207988,583,30042,2,93666,1
330.75,220.5,33.2,37.9,20.1,0,2023-12-28,2024-02-26,60,1.563290177,224,38165,4,92310,2
156.9,104.6,5.7,34.4,10.4,0,2023-02-25,2023-03-29,32,2.429487526,566,26106,4,91941,1
144.3,96.2,14.8,38.9,11.4,0,2023-07-13,2023-08-18,36,1.133938816,501,38352,1,95923,0
210.45,140.3,1.9,9.0,10.3,2,2023-11-17,2024-01-05,49,2.75104053,882,57166,1,92060,3
360.15,240.1,7.3,8.7,13.2,1,2023-03-08,2023-05-03,56,2.459622113,164,86389,4,92091,2
364.8,243.2,49.0,44.3,25.4,1,2023-06-30,2023-08-23,54,1.468433576,231,40702,3,95116,1
57.0,38.0,40.3,11.9,10.9,1,2023-03-02,2023-04-14,43,0.5727199601,333,82163,1,90290,1
67.05,44.7,25.8,20.6,10.1,1,2023-01-15,2023-03-28,72,0.5325117215,952,54070,2,95607,2
421.05,280.7,13.9,37.0,16.1,0,2023-01-10,2023-03-28,77,1.384201305,717,97164,3,93033,3
181.5,121.0,8.4,48.7,11.6,0,2023-09-14,2023-10-20,36,2.544069486,635,66593,3,90680,3
296.4,197.6,23.3,14.2,16.6,0,2023-01-12,2023-03-04,51,1.889758162,727,73040,4,95818,0
256.95,171.3,39.7,37.7,19.0,1,2023-09-15,2023-10-16,31,1.500554673,452,39213,4,95219,2
281.7,187.8,21.1,9.5,15.6,1,2023-03-14,2023-04-22,39,1.034820671,730,72046,0,95018,2
6.15,4.1,11.6,5.7,3.2,2,2023-10-07,2023-12-28,82,1.254523484,199,15718,3,96052,1
140.85,93.9,43.5,50.5,15.3,2,2023-07-11,2023-09-12,63,0.61971285,761,56602,1,91352,2
224.7,149.8,1.3,24.3,10.1,0,2023-01-22,2023-03-11,48,2.106247603,136,77397,0,92539,0
17.55,11.7,36.9,45.2,7.3,2,2023-09-19,2023-12-13,85,2.846324347,661,73390,3,90201,2
197.55,131.7,18.4,34.6,12.9,0,2023-10-05,2023-12-05,61,1.156007368,535,52419,4,95942,2
258.75,172.5,18.1,30.7,14.4,0,2023-10-05,2023-12-06,62,0.5296583135,489,98920,0,91935,0
128.55,85.7,35.8,49.3,13.3,1,2023-04-14,2023-06-16,63,1.014319041,43,55583,1,91702,0
282.6,188.4,18.1,25.6,14.9,1,2023-03-19,2023-06-02,75,1.50345692,788,13589,1,92028,0
245.25,163.5,36.8,7.4,18.0,1,2023-12-05,2024-01-28,54,2.432083374,901,58155,4,92122,3
175.8,117.2,14.7,5.4,11.9,0,2023-08-22,2023-09-30,39,0.5083556123,721,85459,4,96065,3
351.75,234.5,3.4,84.8,11.9,2,2023-10-30,2024-01-21,83,2.503326831,322,67075,3,95242,3
26.85,17.9,37.6,21.6,8.0,2,2023-11-26,2024-01-18,53,1.894464278,856,19494,0,95585,1
310.2,206.8,5.2,19.4,12.2,2,2023-02-28,2023-04-24,55,2.809382217,274,88738,1,95975,0
323.1,215.4,23.6,57.6,17.1,2,2023-01-12,2023-02-18,37,2.052267155,634,47412,3,94952,1
426.45,284.3,10.6,6.4,15.0,0,2023-05-21,2023-07-02,42,0.9363202411,993,86843,0,95325,2
75.0,50.0,11.6,18.4,8.4,0,2023-09-05,2023-10-25,50,0.9362839156,30,26921,0,95620,3
246.75,164.5,20.9,47.4,14.5,1,2023-10-27,2023-12-01,35,1.736998263,963,56919,0,96029,3
29.4,19.6,20.1,17.0,7.6,2,2023-10-02,2023-11-04,33,0.5179259893,123,67823,2,92274,3
252.6,168.4,7.1,12.8,11.7,1,2023-01-11,2023-03-14,62,1.363281021,851,70589,2,94549,0
333.6,222.4,3.4,13.1,11.5,2,2023-05-24,2023-08-16,84,1.206378313,828,12295,0,90210,2
415.35,276.9,48.9,41.8,27.0,0,2023-11-20,2024-01-12,53,1.191928311,113,80125,0,94588,0
372.6,248.4,30.2,20.3,20.2,2,2023-09-08,2023-10-26,48,1.39998827,60,15622,4,96096,3
255.3,170.2,7.8,35.2,11.7,2,2023-06-25,2023-08-07,43,1.972487683,603,31345,1,94502,3
415.05,276.7,2.3,23.7,11.8,0,2023-10-14,2023-12-25,72,1.883984971,237,53877,2,95638,2
248.4,165.6,10.0,17.6,12.6,0,2023-12-06,2024-02-08,64,2.474450121,930,47204,0,95446,0
234.9,156.6,2.6,8.3,10.5,1,2023-08-10,2023-11-02,84,2.493910971,657,52463,1,91932,2
327.75,218.5,5.4,27.4,12.2,0,2023-06-24,2023-09-15,83,1.532503952,371,96836,3,92117,2
84.3,56.2,5.7,29.7,8.7,0,2023-05-31,2023-08-28,89,2.670130084,57,53707,1,94510,0
431.4,287.6,43.0,71.8,26.2,2,2023-07-08,2023-08-20,43,2.949598752,899,74158,0,93606,2
380.7,253.8,21.3,30.0,17.6,1,2023-07-13,2023-09-24,73,2.454316597,860,39650,4,90049,2
307.5,205.0,45.1,19.6,22.6,1,2023-07-04,2023-09-13,71,0.7253029686,809,84818,0,94112,2
209.25,139.5,2.1,26.6,10.3,0,2023-09-14,2023-11-23,70,0.5298605111,419,32696,4,96007,1
286.65,191.1,28.7,18.2,17.3,1,2023-09-19,2023-10-26,37,1.263657409,646,22911,0,96020,2
429.0,286.0,13.9,3.7,15.9,1,2023-10-14,2023-12-04,51,1.371988232,370,36538,1,95324,1
28.05,18.7,12.1,23.4,6.7,1,2023-01-03,2023-03-19,75,0.6211695292,944,96157,3,93648,3
59.25,39.5,41.1,5.8,10.8,0,2023-02-11,2023-03-15,32,1.533843043,428,94418,0,95133,0
113.25,75.5,10.8,6.0,9.9,0,2023-02-14,2023-05-03,78,1.638096018,257,60276,2,92273,3
25.8,17.2,4.1,31.6,5.9,1,2023-10-11,2023-11-16,36,2.225114557,358,15327,1,92503,3
250.2,166.8,42.0,3.6,19.6,2,2023-11-15,2024-01-25,71,1.544383628,233,85487,1,95946,3
224.55,149.7,35.6,6.0,17.3,2,2023-08-30,2023-10-07,38,2.770180842,211,10443,0,95148,0
57.3,38.2,3.7,13.8,7.6,0,2023-02-09,2023-03-14,33,1.596355705,317,50509,1,93304,3
141.3,94.2,4.9,8.1,9.7,1,2023-07-28,2023-09-25,59,2.995019312,158,48030,1,95983,2
265.5,177.0,9.3,6.4,12.8,0,2023-08-30,2023-11-14,76,1.225476671,222,47820,1,96027,1
425.4,283.6,42.0,66.2,25.5,2,2023-03-05,2023-05-01,57,2.476598551,900,20863,1,95988,3
348.15,232.1,8.6,8.7,13.4,2,2023-12-30,2024-03-17,78,1.425040969,189,18559,1,95655,2
345.15,230.1,37.8,69.2,22.1,1,2023-06-09,2023-08-04,56,1.323615857,471,98051,3,94930,3
66.75,44.5,39.3,45.1,10.4,1,2023-05-21,2023-07-06,46,2.192386973,702,33094,0,95547,2
25.8,17.2,45.9,69.3,9.3,2,2023-04-15,2023-07-08,84,2.719386098,216,41121,3,95444,2
227.25,151.5,41.3,58.5,18.5,2,2023-02-09,2023-04-07,57,0.806873498,898,81767,2,93263,2
271.2,180.8,10.8,58.4,12.9,2,2023-07-18,2023-10-07,81,2.860678206,439,61136,1,92028,3
13.05,8.7,48.9,75.0,7.2,1,2023-01-15,2023-04-03,78,2.280905614,493,40585,2,90601,0
86.25,57.5,32.8,23.5,11.8,1,2023-12-16,2024-02-24,70,2.263061793,516,44071,0,93452,3
180.3,120.2,19.6,11.6,13.2,1,2023-03-18,2023-04-23,36,2.862618511,254,60099,0,94552,0
12.9,8.6,2.1,1.0,4.8,2,2023-10-21,2023-12-18,58,2.43699764,469,49389,2,95961,0
299.7,199.8,2.6,21.2,10.6,2,2023-11-04,2023-12-06,32,2.543819102,986,28322,4,92066,0
99.15,66.1,5.8,24.2,8.6,0,2023-09-09,2023-10-27,48,2.974651599,658,41692,4,93621,2
322.05,214.7,24.0,4.0,17.4,0,2023-08-17,2023-10-29,73,1.257852143,449,82792,3,95427,2
35.7,23.8,35.1,65.9,9.2,2,2023-02-21,2023-05-13,81,2.414147191,756,15276,1,92084,2
146.25,97.5,7.6,7.2,9.7,0,2023-07-06,2023-09-16,72,2.902351855,90,73180,4,95073,3
306.15,204.1,32.9,46.0,19.0,2,2023-07-07,2023-09-22,77,1.693018901,642,27410,3,96019,0
293.1,195.4,47.7,52.9,22.4,1,2023-02-23,2023-05-03,69,0.6885513864,427,77807,3,91343,3
101.7,67.8,36.6,114.0,12.5,1,2023-06-27,2023-08-04,38,0.7103286142,894,71184,1,95670,3
422.1,281.4,39.6,55.8,24.4,2,2023-04-29,2023-07-13,75,2.709514473,93,48047,2,93280,0
103.8,69.2,20.5,18.3,11.3,1,2023-02-03,2023-04-23,79,1.419444451,999,60895,4,92840,3
220.95,147.3,23.9,19.1,14.6,0,2023-10-26,2024-01-12,78,1.752568729,723,63119,3,91103,2
327.6,218.4,27.7,53.4,18.0,2,2023-09-25,2023-11-14,50,2.643573227,110,96257,2,96069,0
356.1,237.4,5.1,23.5,12.5,1,2023-10-24,2023-12-21,58,2.025653803,949,22994,3,95228,2
19.8,13.2,15.9,49.6,5.6,1,2023-01-28,2023-04-05,67,2.905708274,650,26261,1,92618,0
342.45,228.3,16.9,26.2,15.5,0,2023-11-21,2023-12-22,31,0.7235248192,215,21332,0,91602,0
93.45,62.3,12.6,18.3,9.7,2,2023-04-17,2023-06-07,51,2.509003842,181,77630,4,90270,3
394.35,262.9,3.5,19.5,12.0,2,2023-12-06,2024-02-15,71,0.8214889671,825,25748,2,91321,0
214.35,142.9,29.3,12.6,15.0,2,2023-11-28,2024-01-29,62,2.827312838,774,80807,1,95247,0
360.15,240.1,16.7,22.9,15.9,2,2023-04-20,2023-06-10,51,0.667978344,635,35816,1,92673,1
373.2,248.8,27.1,22.9,18.9,2,2023-08-18,2023-10-03,46,2.747953445,591,43969,2,92122,3
105.9,70.6,16.0,40.8,10.5,0,2023-01-24,2023-03-27,62,2.785211671,346,30142,0,95536,3
439.35,292.9,28.3,43.2,21.4,1,2023-03-24,2023-05-25,62,1.622208143,550,75129,1,95521,0
169.35,112.9,17.4,38.6,11.9,0,2023-06-22,2023-08-02,41,1.743167559,390,43086,3,92592,1
145.8,97.2,1.5,30.0,9.6,2,2023-12-01,2024-01-07,37,2.373913781,175,15555,0,94960,1
398.4,265.6,20.0,0.3,17.4,1,2023-11-24,2024-01-13,50,1.708883081,198,56855,3,95307,1
143.55,95.7,1.4,7.4,9.5,2,2023-12-20,2024-02-06,48,1.090102051,532,91481,2,95758,0
436.05,290.7,4.1,8.5,12.8,2,2023-09-03,2023-11-24,82,1.310218024,853,36025,0,95693,0
400.35,266.9,43.8,5.0,25.4,1,2023-10-08,2023-11-17,40,2.316506482,606,60820,4,96024,3
112.05,74.7,49.4,45.7,14.7,0,2023-06-29,2023-08-06,38,1.635312175,351,54513,1,92282,1
64.65,43.1,26.7,35.1,10.1,0,2023-10-04,2023-11-19,46,1.278562121,953,11850,2,95977,1
342.0,228.0,37.7,32.0,21.5,1,2023-03-16,2023-04-29,44,1.875576038,541,94280,2,93614,3
303.75,202.5,22.3,31.6,16.6,1,2023-04-27,2023-06-06,40,1.952353661,755,48936,0,91702,1
265.5,177.0,33.4,38.7,17.1,0,2023-03-23,2023-05-20,58,2.594733625,847,19748,0,95348,2
440.4,293.6,27.7,1.8,20.7,2,2023-10-23,2023-11-26,34,2.783582726,167,92795,1,92536,1
310.35,206.9,8.4,26.4,12.9,1,2023-08-08,2023-09-19,42,0.6808097014,412,22591,1,93501,1
37.65,25.1,25.7,43.3,8.5,1,2023-10-05,2023-11-25,51,2.641889353,363,85586,2,94060,1
262.65,175.1,22.5,31.5,14.9,0,2023-01-09,2023-02-18,40,1.163100064,881,52357,1,95002,1
134.55,89.7,9.9,35.7,10.6,0,2023-11-04,2024-01-03,60,2.780375662,339,71950,1,92264,3
359.85,239.9,41.5,18.5,23.2,0,2023-01-28,2023-04-27,89,2.121315729,788,85912,3,91739,2
340.8,227.2,15.8,49.9,14.8,2,2023-01-01,2023-02-26,56,0.5755619363,39,57011,0,93955,3
100.35,66.9,11.7,36.8,9.7,2,2023-06-07,2023-08-26,80,2.077341017,432,72453,0,96084,1
299.7,199.8,3.1,34.6,11.4,0,2023-08-20,2023-10-13,54,0.8863491572,238,13468,4,95556,2
150.6,100.4,9.6,3.6,10.7,0,2023-01-27,2023-03-15,47,2.430042645,186,97166,1,95959,1
324.6,216.4,41.7,39.6,22.6,0,2023-08-04,2023-09-24,51,2.625206206,234,81410,1,95462,2
273.9,182.6,46.2,58.7,21.2,2,2023-11-15,2024-01-08,54,2.590256775,988,46088,4,92256,1
394.05,262.7,28.8,15.9,20.2,1,2023-10-01,2023-11-06,36,2.804682883,123,98951,0,95240,1
298.35,198.9,49.4,60.0,23.7,2,2023-10-18,2024-01-01,75,1.218158275,259,54452,3,95405,0
10.95,7.3,28.1,41.4,5.5,2,2023-11-07,2024-02-01,86,2.187346033,652,84191,3,91709,0
204.3,136.2,19.2,16.6,13.2,0,2023-07-19,2023-10-01,74,1.242842942,897,78484,1,93610,3
316.2,210.8,49.6,37.7,23.8,2,2023-02-15,2023-04-24,68,0.6793800808,515,21460,0,92371,2
316.05,210.7,29.5,9.3,18.4,0,2023-01-30,2023-03-30,59,2.53377113,288,15100,0,95432,0
80.25,53.5,2.0,21.4,8.1,1,2023-12-09,2024-01-22,44,0.6356131827,746,23733,3,90065,1
391.95,261.3,42.7,54.7,24.2,2,2023-02-07,2023-03-17,38,2.949525472,100,92866,0,93308,0
358.95,239.3,15.5,27.3,15.7,0,2023-04-04,2023-05-27,53,2.467905756,10,69389,3,92870,3
154.05,102.7,29.6,8.4,14.0,0,2023-09-21,2023-11-17,57,1.184967048,922,81007,1,94065,2
196.65,131.1,42.8,28.9,18.0,0,2023-02-01,2023-04-08,66,0.7745174492,941,13665,1,95417,1
103.5,69.0,9.3,0.9,9.3,0,2023-07-10,2023-08-09,30,1.966931167,425,51798,1,93727,3
47.25,31.5,24.6,2.2,9.5,2,2023-10-23,2023-12-20,58,1.742331464,801,84265,3,95694,2
208.95,139.3,14.5,10.2,13.4,0,2023-08-07,2023-10-05,59,1.187805859,146,89399,1,91765,1
356.1,237.4,27.5,11.0,18.9,0,2023-06-08,2023-07-18,40,0.5419758555,917,57487,4,92368,3
325.2,216.8,43.9,27.2,22.3,1,2023-10-29,2024-01-24,87,2.857688693,482,70992,1,90620,1
298.65,199.1,30.6,38.7,18.3,1,2023-08-03,2023-10-02,60,0.9135553092,792,85549,0,94805,1
164.7,109.8,14.3,31.7,12.4,2,2023-08-10,2023-09-25,46,0.5730330244,845,74086,1,96097,2
40.2,26.8,33.0,19.3,8.8,0,2023-10-28,2024-01-04,68,2.929143062,940,15698,4,90066,3
194.1,129.4,5.7,31.3,11.0,2,2023-11-17,2024-01-07,51,2.654258423,757,15012,2,95203,0
320.1,213.4,24.6,13.1,17.0,2,2023-07-01,2023-09-18,79,1.546119254,48,93308,4,93606,1
25.35,16.9,43.7,89.4,8.7,2,2023-06-09,2023-09-02,85,0.6997567992,282,49765,4,91103,3
41.25,27.5,1.6,20.7,6.9,0,2023-04-05,2023-06-27,83,0.8717532846,698,90165,4,95626,0
180.75,120.5,28.5,14.2,14.2,1,2023-08-24,2023-11-08,76,2.804373686,631,17207,4,91343,2
8.1,5.4,29.9,9.4,5.3,1,2023-10-05,2023-12-06,62,1.406290313,309,81745,0,90023,3
174.0,116.0,7.7,23.1,11.0,0,2023-06-08,2023-08-04,57,0.8197685758,983,16710,3,91361,3
114.6,76.4,26.7,22.3,11.8,0,2023-06-14,2023-09-06,84,1.395781177,552,29028,1,91941,0
359.7,239.8,4.1,36.9,12.3,1,2023-02-22,2023-05-13,80,2.651492013,799,94855,3,93105,2
112.95,75.3,20.3,32.5,11.3,0,2023-08-28,2023-10-28,61,1.584708753,107,53270,4,95714,0
102.6,68.4,44.5,35.6,13.6,1,2023-07-28,2023-10-07,71,0.6019258346,904,40839,2,92103,2
320.25,213.5,43.0,33.8,21.7,2,2023-04-01,2023-06-27,87,2.894064815,341,45885,4,95346,0
289.8,193.2,18.4,65.7,15.2,0,2023-10-27,2023-12-29,63,2.55610577,286,31848,3,95035,1
114.45,76.3,27.5,16.0,12.0,2,2023-09-10,2023-11-17,68,0.9060504856,463,13100,0,90069,2
166.05,110.7,40.6,63.2,16.0,2,2023-06-15,2023-08-15,61,1.727889117,920,52771,4,95207,2
132.45,88.3,25.5,73.4,12.9,2,2023-11-17,2024-02-03,78,2.803059893,834,74954,2,93637,2
164.7,109.8,47.8,51.4,16.7,2,2023-11-03,2024-01-21,79,2.049516595,641,87489,1,92860,3
201.45,134.3,4.9,9.3,11.2,0,2023-03-20,2023-05-30,71,2.902335975,652,36902,3,94019,3
42.9,28.6,1.5,33.0,7.3,0,2023-01-19,2023-03-13,53,0.6787278676,336,84938,0,95616,0
